image_id,class,confidence,bbox
img_a06f583e0575.jpg,dog,0.997815,"[22.0, 16.0, 364.0, 497.0]"
img_e494c12a6c5b.jpg,dog,0.993599,"[0.0, 0.0, 489.0, 329.0]"
img_b58616129ec5.jpg,dog,0.984646,"[32.0, 0.0, 451.0, 327.0]"
img_fcf40613331a.jpg,person,0.969788,"[217.0, 195.0, 293.0, 303.0]"
img_d1b91c80bbff.jpg,chair,0.96533,"[131.0, 227.0, 281.0, 375.0]"
img_2546044281ea.jpg,chair,0.96199,"[2.0, 265.0, 112.0, 383.0]"
img_43bc8807b7b3.jpg,car,0.961026,"[3.0, 5.0, 139.0, 126.0]"
img_07058b977e84.jpg,chair,0.95928,"[1.0, 111.0, 46.0, 243.0]"
img_bcc62485dd73.jpg,car,0.956648,"[0.0, 1.0, 477.0, 342.0]"
img_cc2a841cd641.jpg,chair,0.948013,"[0.0, 3.0, 481.0, 366.0]"
img_8887d945c1ff.jpg,car,0.944855,"[57.0, 126.0, 106.0, 151.0]"
img_50e064427398.jpg,dog,0.928643,"[242.0, 168.0, 274.0, 224.0]"
img_dc267e44189d.jpg,chair,0.92828,"[228.0, 274.0, 371.0, 494.0]"
img_9b98529ac22d.jpg,person,0.927389,"[425.0, 323.0, 484.0, 375.0]"
img_d8129d912ab9.jpg,cat,0.927258,"[145.0, 55.0, 375.0, 343.0]"
img_d5902ccaa98d.jpg,car,0.923689,"[0.0, 49.0, 36.0, 88.0]"
img_a262c9f48726.jpg,dog,0.91742,"[0.0, 17.0, 460.0, 328.0]"
img_533e94c9d2b1.jpg,car,0.910329,"[462.0, 180.0, 499.0, 226.0]"
img_897e7a68dba7.jpg,chair,0.90869,"[194.0, 323.0, 309.0, 375.0]"
img_f243cfd746d7.jpg,dog,0.896544,"[7.0, 27.0, 383.0, 364.0]"
img_1800b78ae176.jpg,cat,0.896164,"[0.0, 0.0, 434.0, 371.0]"
img_efc149d0a45d.jpg,person,0.89088,"[134.0, 379.0, 169.0, 421.0]"
img_38a51eee7d1d.jpg,person,0.890366,"[96.0, 7.0, 336.0, 279.0]"
img_342965f2054d.jpg,dog,0.889868,"[100.0, 36.0, 362.0, 309.0]"
img_dbaf9a6ec2ff.jpg,person,0.887772,"[166.0, 204.0, 178.0, 231.0]"
img_344df9b14d56.jpg,person,0.886393,"[102.0, 140.0, 412.0, 375.0]"
img_8608b1482112.jpg,person,0.884234,"[341.0, 230.0, 494.0, 375.0]"
img_9116e67324f4.jpg,chair,0.879879,"[0.0, 233.0, 118.0, 375.0]"
img_cb627ca17b25.jpg,person,0.879168,"[212.0, 120.0, 302.0, 236.0]"
img_0a0a1ba147b5.jpg,chair,0.87915,"[65.0, 264.0, 192.0, 363.0]"
img_379a631251ac.jpg,chair,0.876359,"[0.0, 158.0, 67.0, 248.0]"
img_c4f61929b00c.jpg,person,0.86141,"[213.0, 212.0, 416.0, 375.0]"
img_1f65c0af8df7.jpg,person,0.859561,"[195.0, 0.0, 256.0, 153.0]"
img_309ba61631b5.jpg,person,0.858272,"[70.0, 65.0, 247.0, 354.0]"
img_09bebfc9c2bd.jpg,person,0.855723,"[144.0, 35.0, 241.0, 311.0]"
img_7262079ac13a.jpg,car,0.851648,"[0.0, 0.0, 374.0, 454.0]"
img_bdd7d6badb4b.jpg,chair,0.849516,"[335.0, 145.0, 492.0, 359.0]"
img_d1b91c80bbff.jpg,chair,0.848781,"[346.0, 206.0, 476.0, 355.0]"
img_e343bf5e7a0e.jpg,person,0.843023,"[84.0, 127.0, 104.0, 174.0]"
img_b1be9e338ed8.jpg,car,0.841539,"[263.0, 178.0, 324.0, 210.0]"
img_fdd711343fc8.jpg,chair,0.841023,"[378.0, 56.0, 415.0, 121.0]"
img_8ad7dff529e1.jpg,dog,0.835035,"[10.0, 22.0, 331.0, 498.0]"
img_dbaf9a6ec2ff.jpg,car,0.831903,"[40.0, 265.0, 103.0, 296.0]"
img_058e3cd1e1b8.jpg,cat,0.826873,"[5.0, 83.0, 328.0, 499.0]"
img_c4f61929b00c.jpg,person,0.826102,"[66.0, 213.0, 253.0, 375.0]"
img_9b4611599fc4.jpg,person,0.824458,"[183.0, 113.0, 436.0, 371.0]"
img_f5ab8398df0e.jpg,cat,0.820629,"[0.0, 32.0, 488.0, 356.0]"
img_362a4acd4de8.jpg,dog,0.819435,"[47.0, 155.0, 247.0, 347.0]"
img_253fa610f569.jpg,car,0.816757,"[0.0, 177.0, 28.0, 214.0]"
img_182a41c94b50.jpg,car,0.814008,"[32.0, 60.0, 74.0, 85.0]"
img_5df36d4e002d.jpg,dog,0.812905,"[257.0, 207.0, 296.0, 262.0]"
img_55c1a787808b.jpg,dog,0.809673,"[184.0, 124.0, 402.0, 285.0]"
img_0bfa1762ad8b.jpg,person,0.804875,"[18.0, 177.0, 87.0, 370.0]"
img_075362d385c3.jpg,person,0.803769,"[160.0, 44.0, 271.0, 259.0]"
img_a2582b3a22b4.jpg,person,0.802112,"[233.0, 108.0, 380.0, 371.0]"
img_cbac228bc908.jpg,car,0.799033,"[104.0, 24.0, 161.0, 59.0]"
img_fd3a4b5d5297.jpg,person,0.796561,"[347.0, 88.0, 391.0, 133.0]"
img_e41838e49de8.jpg,car,0.796345,"[199.0, 186.0, 255.0, 209.0]"
img_316b10de0483.jpg,person,0.783596,"[256.0, 51.0, 368.0, 338.0]"
img_e62191a81513.jpg,car,0.775611,"[442.0, 153.0, 500.0, 202.0]"
img_d74c55f3e294.jpg,person,0.774244,"[408.0, 183.0, 481.0, 375.0]"
img_5839b6667e52.jpg,car,0.773177,"[18.0, 166.0, 84.0, 198.0]"
img_78fca84dd289.jpg,person,0.770986,"[85.0, 63.0, 341.0, 331.0]"
img_0b145a705cbc.jpg,car,0.770156,"[24.0, 113.0, 199.0, 265.0]"
img_0aef984b20f1.jpg,chair,0.765067,"[6.0, 275.0, 159.0, 500.0]"
img_72ce8ccc7d23.jpg,chair,0.764797,"[2.0, 295.0, 60.0, 367.0]"
img_f4ea9342d176.jpg,person,0.764073,"[201.0, 104.0, 309.0, 347.0]"
img_672bbae9cc3f.jpg,person,0.763851,"[105.0, 128.0, 222.0, 258.0]"
